,CASRN,LogLD,smiles
1719,155569-91-8,3.445396606,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)NC)OC)OC)\C)C.C1=CC=C(C=C1)C(=O)O
1720,155601-30-2,3.301029996,C1=NN(C(=C1N)N)CCO.OS(=O)(=O)O
1721,15574-96-6,2.612783857,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
1722,156-60-5,3.091666958,C(=C/Cl)\Cl
1723,156-62-7,2.664171705,[Ca++].NC#N
1724,156052-68-5,3.698970004,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl
1725,1561-48-4,2.568201724,C(CCCCCl)CCCC(Cl)(Cl)Cl
1726,1562-00-1,3.698970004,C(CS(=O)(=O)[O-])O.[Na+]
1727,15622-65-8,2.416640507,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C.Cl
1728,1563-67-3,1.633468456,CC1CC2=C(O1)C(=CC=C2)OC(=O)NC
1729,1565-75-9,3.146128036,CCC(C)(C1=CC=CC=C1)O
1730,15662-33-6,2.875061263,C[C@H]1CC[C@@]2([C@@]3(C[C@]4([C@@]5([C@]([C@H]([C@@]3([C@]5([C@]2([C@@H]1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O
1731,15667-63-7,1.514104821,CC(=O)OC(C=C)C#N
1732,15676-16-1,3.991226076,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
1733,1568-80-5,3.698970004,CC1(CC2(CC(C3=C2C=C(C=C3)O)(C)C)C4=C1C=CC(=C4)O)C
1734,15686-83-6,2.230448921,CN1CCCN=C1/C=C/C2=CC=CS2
1735,1570-64-5,3.075546961,CC1=C(C=CC(=C1)Cl)O
1736,15707-23-0,2.77815125,CCC1=NC=CN=C1C
1737,15708-41-5,3.544068044,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3]
1738,1571-33-1,3.301029996,C1=CC=C(C=C1)P(=O)(O)O
1739,157173-60-9,3.698970004,COC1=CC=C(C=C1)C2=CC3=CC=CC=C3OC2C4=CC=C(C=C4)OCCN5CCCCC5
1740,1572-55-0,2.880813592,C(CCN)CC(CCCN)CN
1741,15721-78-5,3.698970004,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)NC2=CC=C(C=C2)C(C)(C)CC(C)(C)C
1742,15730-83-3,3.730782276,NCCO.Nc1ccc(cc1)[S](O)(=O)=O
1743,157309-18-7,3.459392488,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCN(C)C3CCCCC3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
1744,15741-90-9,2.292256071,CCCCCCCCOC(=O)OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]
1745,15743-13-2,3.0,C1(=C(C(=O)C(C1=O)(Cl)Cl)Cl)Cl
1746,1575-61-7,3.096910013,C(CCCl)CC(=O)Cl
1747,1576-35-8,2.451786436,CC1=CC=C(C=C1)S(=O)(=O)NN
1748,15763-48-1,2.662757832,CCCCCCCN1C(=CSC1=CC2=[N+](C(=CS2)C)CCCCCCC)C.[I-]
1749,15763-76-5,3.84509804,CC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+]
1750,157859-20-6,3.301029996,CC(C)[Si](C(C)C)(C(C)C)OC(=O)C=C
1751,158062-67-0,3.122543524,C1=CN=CC(=C1C(F)(F)F)C(=O)NCC#N
1752,1582-09-8,3.701567985,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
1753,15826-16-1,3.2999429,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
1754,15826-37-6,4.041392685,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+]
1755,15862-11-0,1.322219295,CCOC1=CC=C(C=C1)N(C(=O)C)N=O
1756,15863-65-7,1.698970004,CC(C)OP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O
1757,15876-67-2,1.0,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C.[Br-].[Br-]
1758,15878-00-9,2.721810615,C1=C(C=NN1)Cl
1759,15878-08-7,2.574031268,CC1=C(C=NN1)Cl
1760,15879-93-3,2.602059991,C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O
1761,158792-23-5,2.477121255,CC1=C(C(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)C)C(=O)OC3=C(C(=C(C(=C3C)C)C(=O)O)OC)C)O)C)OC)C)O)C
1762,158836-71-6,2.532754379,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OCCCCO[N+](=O)[O-]
1763,1589-47-5,3.756636108,CC(CO)OC
1764,15894-70-9,3.301029996,C(CCCN=C(N)NC#N)CCN=C(N)NC#N
1765,15911-11-2,3.0,CCOC(=O)C1=NOC(=C1C(=O)C)C
1766,15911-15-6,3.0,CC1=C2C(=NN(C(=O)C2=NO1)C3=CC=CC=C3)C
1767,159264-96-7,3.33243846,CC1CC2=C(O1)C=CC(=C2)C(=O)CCC3=CC=CC=C3
1768,1593-27-7,1.397940009,CCOP(=S)(CC)OC1=C(C=C(C=C1)Cl)Cl
1769,1593-77-7,3.52146499,CC1CN(CC(O1)C)C2CCCCCCCCCCC2
1770,15932-80-6,2.672097858,C[C@@H]1CCC(=C(C)C)C(=O)C1
1771,159325-45-8,3.301029996,C[C@]12CCC3C(C1C[C@@H](C2=O)N4CCCC4)CCC5[C@@]3(C[C@@H]6[C@H](C5)O6)C
1772,15942-48-0,1.875061263,CCC(C)(C)C1=CC(=C(C=C1)Cl)OC(=O)NC
1773,1596-09-4,3.272073788,CC1=CC(=C(C=C1)O)C2CCCCC2
1774,15972-60-8,3.010017121,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl
1775,15992-13-9,3.079181246,C1=CC=C2C(=C1)C(=CN2C(=O)C3=CC=C(C=C3)Cl)CC4=NNN=N4
1776,16006-72-7,3.342027688,CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4
1777,16006-74-9,3.477121255,CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)OC(=O)C4=CC(=C(C(=C4)OC)OC)OC
1778,16006-75-0,3.477121255,CC(=O)CCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)OC(=O)C4=CC(=C(C(=C4)OC)OC)OC
1779,1603-40-3,2.0,CC1=C(N=CC=C1)N
1780,1603-41-4,2.301029996,CC1=CN=C(C=C1)N
1781,16033-21-9,2.62324929,CN=NNC1=CC=CC=C1
1782,16034-77-8,3.851258349,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O
1783,160430-64-8,3.206724709,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
1784,16051-77-7,3.303196057,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O
1785,16055-33-7,3.350248018,CC[N+]1=C(C=CC2=CC=CC=C21)C=C3N(C4=CC=CC=C4S3)C.[I-]
1786,1606-76-4,2.136720567,C1=CSC(=N1)[N+](=O)[O-]
1787,16069-36-6,2.245512668,C1CCC2C(C1)OCCOCCOC3CCCCC3OCCOCCO2
1788,16078-71-0,2.698970004,CCOC(=O)C1=C(N(N=C1)C2=CC=CC=C2)N
1789,16079-88-2,2.9068621974999997,CC1(C(=O)N(C(=O)N1Br)Cl)C
1790,1609-06-9,3.584331224,CN(C)C(=NC#N)N
1791,16090-02-1,3.939781248,C1COCCN1C2=NC(=NC(=N2)NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=CC=C6)N7CCOCC7)S(=O)(=O)[O-])S(=O)(=O)[O-])NC8=CC=CC=C8.[Na+].[Na+]
1792,1610-17-9,3.165837625,CCNC1=NC(=NC(=N1)OC)NC(C)C
1793,1610-18-0,3.283225824,CC(C)NC1=NC(=NC(=N1)OC)NC(C)C
1794,1610-29-3,3.691965103,CC/C=C(\C)/CO
1795,161050-58-4,3.698970004,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C
1796,16110-51-3,3.33243846,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O
1797,16118-49-3,4.041392685,CCNC(=O)[C@@H](C)OC(=O)NC1=CC=CC=C1
1798,161193-03-9,3.369215857,CC(=O)OC(CCSC)C(=O)O
1799,1613-17-8,2.301029996,CCCCCCCCCCCCCCCCCCN(C)C.Cl
1800,16131-53-6,3.681241237,C1COCCN1SSSSN2CCOCC2
1801,16142-27-1,2.875350697,C1COCCN1[N+]2=CC(=N)O[N-]2.Cl
1802,16143-18-3,3.698970004,CC(C)(C)C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)C=CC4=CC=C(C=C4)C5=CC=CC=C5
1803,16146-62-6,0.477121255,CC1(CCC2=C(O1)C(=CC=C2)OC(=O)NC)C
1804,16154-78-2,3.31386722,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4.Cl
1805,161559-34-8,3.214578954,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCCN(C)C3=CC=CC=C3
1806,161599-46-8,3.301029996,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=NC2=O)N)F)OC(=O)C)OC(=O)C
1807,161798-03-4,3.301029996,CCOC(=O)C1=C(N=C(S1)C2=CC(=C(C=C2)OCC(C)C)C=O)C
1808,16212-28-5,1.795880017,C(#N)C(=C(Cl)Cl)Cl
1809,16219-75-3,3.514348489,CC=C1CC2CC1C=C2
1810,16219-99-1,2.301029996,CN(C1=CC=NC=C1)N=O
1811,1622-32-8,2.380211242,C(CCl)S(=O)(=O)Cl
1812,1622-62-4,2.618048097,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
1813,16227-10-4,1.698970004,CCCCN1C=NN=C1
1814,16227-12-6,2.127104798,C1=CC=C(C=C1)N2C=NN=C2
1815,16231-76-8,1.176091259,CCOP(=S)(OCC)SCC(=O)N(CCC#N)C1=CC=CC=C1
1816,16251-77-7,3.301029996,CC(CC=O)C1=CC=CC=C1
1817,162881-26-7,3.301029996,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C(=O)C3=C(C=C(C=C3C)C)C)C
1818,16298-03-6,3.301029996,COC(=O)C1=NC=CN=C1N
1819,163000-63-3,3.155336037,CC1(CCC(CC1)NC(=O)[C@H](CCC(=O)O)N)C
1820,1631-28-3,2.851258349,CC1=CC=C(C=C1)N2C(=O)C=CC2=O
1821,1631-29-4,2.643452676,C1=CC(=CC=C1N2C(=O)C=CC2=O)Cl
1822,16322-14-8,2.290034611,CCOC(=O)N1CC=CC2=CC=CC=C21
1823,16327-90-5,3.477121255,CN(C)CCO.C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)OC(=O)CCC(=O)O
1824,16339-07-4,2.0,CN1CCN(CC1)N=O
1825,1634-04-4,3.602059991,CC(C)(C)OC
1826,1634-78-2,2.198657087,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC
1827,163515-14-8,3.130848183,CC1=CSC(=C1N([C@@H](C)COC)C(=O)CCl)C
1828,163520-33-0,3.698970004,CCOC(=O)C1=NOC(C1)(C2=CC=CC=C2)C3=CC=CC=C3
1829,1637-39-4,3.698970004,C/C(=C\CNC1=NC=NC2=C1NC=N2)/CO
1830,16378-22-6,2.77815125,CCN1CCC(=C2C3=CC=CC=C3CCC4=CC=CC=C42)C1C.Cl
1831,1639-60-7,1.924279286,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.Cl
1832,1639-66-3,3.278753601,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
1833,16397-70-9,3.342422681,CCCCC(CC)COC(=O)C1=CC=C(C=C1)[N+](=O)[O-]
1834,16398-39-3,3.227886705,CN(C)CCCN1C2=CC=CC=C2OC3=C(C1=O)C=C(C=C3)[N+](=O)[O-].Cl
1835,16409-43-1,3.633468456,CC1CCOC(C1)C=C(C)C
1836,16409-45-3,3.881954971,CC1CCC(C(C1)OC(=O)C)C(C)C
1837,16409-46-4,3.698970004,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C
1838,1641-74-3,3.924279286,CCN(CC)CCOC(=O)C1=CN=CC=C1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1839,1642-54-2,3.1430148,CCN(CC)C(=O)N1CCN(CC1)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1840,16423-68-0,3.419666673,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)I)[O-])I)I)I)C(=O)[O-].[Na+].[Na+]
1841,1646-75-9,2.870403905,CC(C)(/C=N/O)SC
1842,1646-87-3,-0.30980392,CC(C)(/C=N/OC(=O)NC)S(=O)C
1843,1646-88-4,1.301029996,CC(C)(/C=N/OC(=O)NC)S(=O)(=O)C
1844,1647-12-7,3.301029996,CCOC(=O)C(C)C=C
1845,16470-24-9,3.976625052,C1=CC(=CC=C1NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)[O-])N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
1846,16484-77-8,3.263280914,CC1=C(C=CC(=C1)Cl)O[C@H](C)C(=O)O
1847,1649-18-9,2.389166084,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3
1848,16499-75-5,1.832508913,CCOP(=O)(OCC)SCCC(=C(F)F)F
1849,16500-53-1,2.833147112,CCOP(=S)(OCC)SCC=C(C(F)F)F
1850,165252-70-0,3.510154896,CN=C(NCC1CCOC1)N[N+](=O)O
1851,16529-56-9,2.641143471,CC(C=C)C#N
1852,16537-52-3,1.875061263,CCP(=S)(OCC(C)C)SCN1C(=O)C2=CC=CC=C2C1=O
1853,1656-48-0,3.451786436,C(COCCC#N)C#N
1854,16568-66-4,2.897627091,C1CN(CCC1C2=CC=CC=C2)C(=O)N
1855,16588-02-6,3.505149978,C1=CC(=C(C=C1[N+](=O)[O-])C#N)Cl
1856,16588-06-0,3.409933123,C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])Cl
1857,16589-20-1,4.079181246,C1=CC(=CC=C1N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)N=NC4=C(C5=C(C=C(C=C5C=C4S(=O)(=O)[O-])S(=O)(=O)[O-])O)O.[Na+].[Na+].[Na+].[Na+]
1858,16590-41-3,3.161368002,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
1859,1663-35-0,3.591064607,COCCOC=C
1860,1663-39-4,3.019946682,CC(C)(C)OC(=O)C=C
1861,16637-86-8,2.342422681,CNC(=O)OC1=CC=CC=C1CCCSC
1862,1665-48-1,2.889301703,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
1863,16652-76-9,3.301029996,CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)[C@@H](C(=O)OCC1=CC=CC=C1)N
1864,16655-82-6,1.255272505,CC1(C(C2=C(O1)C(=CC=C2)OC(=O)NC)O)C
1865,16671-87-7,1.86332286,C1=CC(=CC(=C1)SC#N)C(=O)O
1866,16671-88-8,1.919078092,C1=CC(=CC=C1C(=O)O)SC#N
1867,16672-39-2,3.986771734,CCCCOCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCOCCCC
1868,16672-87-0,3.509740016,C(CCl)P(=O)(O)O
1869,1668-19-5,2.167317335,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31
1870,1668-99-1,2.419955748,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O.Cl
1871,167004-78-6,2.423245874,CCCCOP(=O)(C)CCC(C#N)OC(=O)C
1872,16709-30-1,2.469822016,CC1(C(=O)C2=C(O1)C(=CC=C2)OC(=O)NC)C
1873,1671-49-4,3.071697945,CC1=C(C=C(C=C1)S(=O)(=O)C)[N+](=O)[O-]
1874,16715-77-8,4.389166084,C1=CC=C2C(=C1)C=C(C(=C2C(=O)O)O)O
1875,1674-62-0,3.244029589,CN=C(N)N=C(N)N.Cl
1876,16752-77-5,1.904354836,C/C(=N\OC(=O)NC)/SC
1877,16777-42-7,2.698970004,C[C@@H]([C@@H](C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC.Cl
1878,168152-66-7,2.477121255,CCCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1879,168152-67-8,2.477121255,CCCC1=C(C(=S)N=C2N1NC=N2)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1880,168152-68-9,2.477121255,CC1=C(C(=NC2=NC=NN12)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1881,168152-71-4,2.477121255,CCCC1=C(C(=NC2=NC=NN12)N=[N+]=[N-])CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1882,168152-72-5,2.477121255,CCCC1=C(C(=O)NC2=NNC(=O)N12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1883,168152-73-6,2.477121255,CCCC1=C(C(=O)NC2=NC(=NN12)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1884,168152-75-8,2.477121255,CCCCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1885,168152-76-9,2.477121255,CCCC1=C(C(=O)NC2=NC(=NN12)N)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1886,168152-77-0,2.477121255,CCCC1=C(C(=NC2=NC=NN12)N(CC)CC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1887,168152-79-2,2.477121255,CCCC1=C(C(=O)NC2=NC(=NN12)SC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1888,168152-80-5,2.477121255,CCCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=C(C=CS4)C5=NNN=N5
1889,168152-81-6,2.477121255,CCCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=C(C=CC=N4)C5=NNN=N5
1890,168152-83-8,2.477121255,CCCCC1=C(C(=O)NC2=NC(=NN12)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1891,168152-84-9,2.477121255,CCCC1=C(C(=O)NC2=NC(=NN12)CO)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1892,168152-85-0,2.477121255,COCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1893,168152-87-2,2.477121255,CC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1894,168152-88-3,2.477121255,CCC1=C(C(=O)NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1895,168152-89-4,2.477121255,CCCC1=C(C(=O)NC2=NC(=NN12)N(CC)CC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1896,168152-91-8,2.477121255,CCCC1=C(C(=NC2=NC=NN12)CCC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1897,168152-92-9,2.477121255,CCCC1=C(C=NC2=NC=NN12)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1898,168152-93-0,2.477121255,C1=CC=C(C=C1)COCC2=C(C(=O)NC3=NC=NN23)CC4=CC=C(C=C4)C5=CC=CC=C5C6=NNN=N6
1899,168152-95-2,2.477121255,CCCC1=C(C(=NC2=NC=NN12)OCCOC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
1900,168152-96-3,2.477121255,CCCC1=C(C(=O)NC2=NN=CN12)CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)N
1901,168153-00-2,2.477121255,C1=CC=C(C(=C1)C2=CC=C(C=C2)CC3=C(N4C(=NC=N4)NC3=O)CO)C5=NNN=N5
1902,1682-39-9,3.0,C1=CC2=C(C=C1F)N=C(O2)N
1903,168316-95-8,3.484410574,CC[C@H]1CCCC([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C.CC[C@H]1CCCC([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C(=C[C@H]3[C@@H]2CC(=O)O1)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C
1904,16846-24-5,3.84509804,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
1905,16870-37-4,3.698970004,CCC(C)(C)OC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N
1906,1688-71-7,1.924279286,CCCC(=O)C1=CC=C(C=C1)N
1907,1689-83-4,2.112828347,C1=C(C=C(C(=C1I)O)I)C#N
1908,1689-84-5,2.378397901,C1=C(C=C(C(=C1Br)O)Br)C#N
1909,1689-99-2,2.476469324,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
1910,16930-93-1,3.499687083,CCCC(=O)OC/C=C/C=C/C
1911,1695-77-8,3.698970004,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O
1912,1696-17-9,3.301029996,CCN(CC)C(=O)C1=CC=CC=C1
1913,16960-40-0,2.826074803,CNC(=O)O/N=C(/C1=CC=C(C=C1)Cl)\SC
1914,1698-53-9,3.401400541,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Cl)Cl
1915,1698-60-8,3.321546652,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl
1916,17013-35-3,1.301029996,CCC1(C(=O)NC(=O)NC1=O)C(C)/C=C/C
1917,1702-17-6,3.667452953,C1=CC(=NC(=C1Cl)C(=O)O)Cl
1918,1703-48-6,3.041392685,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3=CC=C(C=C3)N(C)C
1919,1703-58-8,3.235528447,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O
1920,1707-14-8,2.217483944,CC1C(OCCN1)C2=CC=CC=C2.Cl
1921,17074-42-9,1.625312451,CCN(CC)CCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-].Cl.Cl
1922,17074-44-1,1.800717078,CCN(CC)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-].Cl.Cl
1923,1708-39-0,3.498310554,C1C(OC(O1)C2=CC=CC=C2)CO
1924,17088-72-1,3.079181246,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2.[Br-]
1925,1709-50-8,2.949390007,CCN(CC)S(=O)(=O)C1=CC=CC=C1
1926,1709-70-2,3.176091259,CC1=C(C(=C(C(=C1CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)C)CC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)C)CC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C
1927,17091-21-3,3.176091259,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO.Cl
1928,17095-24-8,3.698970004,C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
1929,17109-49-8,2.0,CCOP(=O)(SC1=CC=CC=C1)SC2=CC=CC=C2
1930,1711-06-4,3.536558443,CC1=CC(=CC=C1)C(=O)Cl
1931,1713-12-8,2.960946196,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)C
1932,1713-15-1,2.477121255,CC(C)COC(=O)COC1=C(C=C(C=C1)Cl)Cl
1933,1713-97-9,1.414973348,CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)Cl
1934,1713-98-0,1.903089987,CCCOP(=S)(CCl)SC1=CC=C(C=C1)Cl
1935,1714-03-0,1.591064607,CC(C)OP(=S)(CCl)SC1=CC=C(C=C1)F
1936,1715-40-8,4.096910013,C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CBr
1937,1716-09-2,1.146128036,CCOP(=S)(OCC)OC1=CC(=C(C=C1)SC)C
1938,1719-58-0,3.041392685,C[Si](C)(C=C)Cl
1939,17191-84-3,2.397940009,CC(=O)CNC(C)(C)CC1=CC=C(C=C1)Cl
1940,17200-29-2,2.812913357,C1=CC2=C(C=C1Cl)N=CO2
1941,17230-87-4,2.290034611,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl
1942,17230-88-5,4.230448921,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
1943,17243-64-0,3.512684396,CCN1/C(=C/C(=O)OCC)/SC(C1=O)N2CCCCC2
1944,172529-93-0,3.301029996,COC(=O)C(CCN1C=NC2=C1N=C(N=C2Cl)N)C(=O)OC
1945,17289-49-5,3.267171728,CNC1=C2CCCCC2=NN1C
1946,17291-84-8,3.176091259,CC1=C(C(=CC=C1)C)CCNC(=O)N
1947,17291-89-3,3.361727836,CC1=CC(=C(C=C1)C)CCNC(=O)N
1948,17293-03-7,3.48784512,C1=C(C=C(C(=C1Cl)CCl)Cl)Cl
1949,173159-57-4,3.647431874,CN(C)C(=O)C1=C(C=C(C=C1)NC=O)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
1950,17321-47-0,2.612783857,COP(=S)(N)OC
1951,1733-25-1,3.698970004,C/C=C(\C)/C(=O)OC(C)C
