,smiles,LogLD
1404,CCSC(=O)N(CC(C)C)CC(C)C,1.684485893
1405,CCCCOC(=O)CC,1.340854294
1406,COc1cc(N)ccc1N,3.295315718
1407,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.741888549
1408,c1ccc2c(NC3=NCCS3)cccc2c1,3.659573951
1409,Nc1ccccc1,2.067082048
1410,Cc1nc(N2N=CCC2C)[nH]c(=N)n1,1.778662151
1411,CCCn1c(=O)c2[nH]c(C)nc2n(CC(C)C)c1=O,4.143391212
1412,CCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.855672669
1413,NNC(=O)CCCCC(=O)NN,1.801567532
1414,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,2.437486821
1415,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,3.157818951
1416,CON(C)C(=O)Nc1ccc(Br)cc1,1.982108677
1417,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,2.626189188
1418,CCOC(=O)C1CCCCC1,1.595836062
1419,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,1.854464822
1420,CN(C)c1nc2cc(Cl)ccc2o1,2.390575253
1421,NNC(=O)CSc1cc(Oc2ccc(F)cc2)ncn1,2.866746503
1422,C=CC(=O)OC1CC2CCC1(C)C2(C)C,1.622334966
1423,CC(OP(C)(=O)F)C(C)(C)C,5.658428787
1424,CC(O)C1Sc2ccccc2N(CCCN(C)C)C1c1ccccc1,2.649012183
1425,COP(=S)(OC)Oc1cc(C)c(Cl)cc1C(C)C,2.790660874
1426,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,1.614202351
1427,COC1CCC(OC2(C)C(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)CC6C)O5)O3)C(OC)C4C)OC(O)(C(C)C(=O)O)C(C)C2OC)OC1C,4.961500826
1428,O=C(O)CF,4.222082538
1429,CCC(C)c1ccc2ncccc2c1,2.25920493
1430,CCCCCCc1ccccc1O,2.137147093
1431,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,2.622655224
1432,CCOCCC#N,1.491068271
1433,Cc1cc(C)cc(O)c1,1.761848926
1434,COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O,3.838518324
1435,CCOP(=O)(C#N)N(C)C,4.64165898
1436,Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O,2.326747036
1437,ClC(Cl)(Cl)CC1CO1,2.068042311
1438,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,2.021415413
1439,CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.852046703
1440,CCCOc1cc(C=CC(=S)OCC)ccc1OC,2.460989237
1441,COCC=O,1.50233919
1442,C(=NCCCCCCN=Cc1ccco1)c1ccco1,2.74492811
1443,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,2.781937499
1444,NC1=NCC(c2ccccc2)O1,3.81208942
1445,C/N=C(\O)Oc1cccc(C(C)C)c1Cl,3.81327782
1446,O=S(=O)(O)OCCOc1ccc(Cl)cc1Cl,2.52205265
1447,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.575892847
1448,CCP(=S)(OC)Sc1ccccc1,3.411825395
1449,CCCCCCCCCC=CC(=O)OC(=O)C=CCCCCCCCCC,1.998393572
1450,NCCCNCCCN,2.272911922
1451,O=C(O)c1cc(S(=O)(=O)O)ccc1O,2.071655152
1452,CNC(=O)Oc1cccc(N=CN(C)C)c1,4.038477881
1453,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,2.393427225
1454,O=NN1CCCCO1,2.145828935
1455,COP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.074374488
1456,NCCc1c[nH]c2ccccc12,2.413026078
1457,CCOP(=S)(OCC)SC=C(C)SC,5.037262312
1458,COCCc1ccc(OCC(O)CNC(C)C)cc1,1.861853708
1459,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,1.715199804
1460,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.923366901
1461,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,2.520374117
1462,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,1.640775448
1463,Cn1c([N+](=O)[O-])cnc1COC(N)=O,1.769885357
1464,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.69320669
1465,CCCCCCCCCCCCCCCCCCCCCCc1ccccc1,1.587339729
1466,O=S(=O)(Cl)c1ccccc1Cl,1.449363189
1467,CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,2.154609437
1468,CC1(C)CN(c2ccccc2)NC1=O,3.80219428
1469,CCOP(=O)(OCC)SCC[S+]([O-])CC,5.137265471
1470,CCOC(C1=NCCCN1)c1ccc(Cl)cc1,2.46067452
1471,CCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.443453879
1472,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,3.186561982
1473,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,1.962325908
1474,CC(C)COP(C)(=O)SCCN(C)C,5.405852955
1475,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.087703795
1476,CCP(=O)(OC)Oc1ccc(C#N)cc1,5.460442927
1477,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,1.630060895
1478,CN(CC#N)N=O,3.342830463
1479,CCO[Si](C)(CCCCN)OCC,1.499632105
1480,O=C(CS)OCCOC(=O)CS,2.820362587
1481,O=C(OCC(Cl)(Cl)Cl)c1ccco1,2.608299557
1482,COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.912977229
1483,COC(=O)CC(C(C)=O)C(=O)OC,1.835080566
1484,CCCCCC#CC(=O)OC,2.00341829
1485,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.876755642
1486,COc1ccccc1O,2.26783344
1487,CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,2.835128659
1488,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,2.810713433
1489,O=C(O)C1OC(O)C(O)C(O)C1O,1.413051525
1490,CCOP(=S)(OCC)SCSCSP(=S)(OCC)OCC,4.704635936
1491,C=CCCC(=O)O,2.32840997
1492,O=S(=O)(c1ccccc1)c1ccccc1,2.810091276
1493,Cc1ccc(C)c(C)c1C,1.321101203
1494,COc1ccc(CCNCC(O)c2ccc(O)cc2)cc1OC,1.529893159
1495,Cc1ncc(CO)c(C=O)c1O,1.890704295
1496,O=Cc1ccc([N+](=O)[O-])cc1,1.507226961
1497,CCCCOc1ccccc1NC(C)=O,1.854144735
1498,CC=CC(C)OC,1.917913282
1499,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,2.163506983
1500,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2.4998416
1501,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,2.908636067
1502,O=C(O)c1cccnc1C(=O)O,2.032696729
1503,NN1C(=O)CSC1=S,4.826491094
1504,COC(=O)C(C)=COP(=S)(OC)OC,2.549374045
1505,CN(C)CCC=C1c2ccccc2CCc2ccccc21,2.806635782
1506,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.177996446
1507,CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,1.724915304
1508,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,2.097416973
1509,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,2.422088515
1510,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.728408186
1511,CCN(C(C)=O)c1c(I)cc(I)c(OCCOC(C)C(=O)O)c1I,2.623909923
1512,CCOCCOCCCO,1.322049363
1513,O=C(O)CN(CC(=O)O)CC(=O)O,2.116996454
1514,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC2(O)CCC(=O)O,2.4259357
1515,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.587520221
1516,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,5.034087394
1517,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,3.617614632
1518,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.474650342
1519,CC=CCO,1.95870424
1520,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1.950001167
1521,C1COCCOCCNCCOCCOCCN1,1.887402151
1522,CCCCC(C)C(O)C#CC1CCC(=O)C1CC=CCCCC(=O)OC,3.030403291
1523,Oc1ccc(-c2ccccc2)cc1CN1CCCC1,3.926591083
1524,CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,2.620482524
1525,NC1=NC(=O)C(c2ccccc2)O1,2.606457791
1526,NCCCCCCCCCCC(=O)O,1.303821922
1527,CN(C)C1CCCCC1,2.657434909
1528,CC1(COCCOCC2(C)CO2)CO1,1.433149703
1529,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,3.056056425
1530,CC(C)=CCCC(C)=CC(=O)O,1.65771721
1531,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.932412263
1532,CCCCC1OC(C)CC(C)(C)O1,1.395139936
1533,COCCCNc1nc(NCCCOC)nc(SC)n1,2.00016717
1534,C1OC1C1CO1,3.042858105
1535,CCCC(C)C(c1ccc(O)cc1)C(C)C,2.064371279
1536,Cn1c(=O)c2c(ncn2CC2SCCS2)n(C)c1=O,2.211152562
1537,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,2.93940897
1538,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,1.928341968
1539,CCOc1ccccc1OCC(O)CNCCNCC(O)COc1ccccc1OCC,2.903632516
1540,CCOP(=S)(SC(C)CC)N(C=O)CC,3.448533844
1541,C=C(C)CNCC,3.297440963
1542,C[N+](C)(C)CCC[N+]1(C)CC2C3C=CC(CC3)C2C1,2.184308964
1543,C1COC(NC(C2CC2)C2CC2)=N1,2.786055667
1544,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,2.630962531
1545,Cc1ccc(S(=O)(=O)O)c(N)c1,1.343956389
1546,CCC(CO)(CO)CO,1.127628177
1547,Cc1ccccc1NC(=N)Nc1ccccc1C,3.299801378
1548,C=COC(=O)CCCCC(=O)OC,1.477604314
1549,C=CC(=O)NC(C)C,2.479661671
1550,CCCCCCCCC=CCCCCCCCCN(CCO)CCO,2.440717384
1551,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,1.491987405
1552,CNC(=O)ON=C1SC(=NC(C)(C)C)SC1(C)C,3.963226989
1553,CCOc1ccc([N+](=O)[O-])cc1CNCCO,3.982739656
1554,CCN=C1SC(=NOC(=O)NC)C(C)(C)S1,4.617918512
1555,CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,4.535969247
1556,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,2.45670848
1557,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2.766480447
1558,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.27989498
1559,N#CCCOCCOCCO,1.201858714
1560,CC1(C)COCN1,1.989182837
1561,CCC(CC)(CO)CO,2.191822385
1562,CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,2.139293749
1563,CC(=O)OC1=C(c2c(C)cc(C)cc2C)C(=O)c2ccccc21,1.583143491
1564,CC(=O)CCCCCCCC(=O)O,1.778736919
1565,O=C(O)C(O)(c1ccccc1)C1CCCCC1,1.943577195
1566,Clc1ccc(OCC2=NCCN2)cc1Cl,3.389359258
1567,Brc1cnc[nH]1,2.76930346
1568,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1.59734489
1569,FC(F)(F)c1nc2c(Cl)c(Cl)c(Br)c(Br)c2[nH]1,5.079958335
1570,Cc1ccn(CO)n1,1.832245624
1571,CC(C)C(=O)c1ccccc1,1.863580809
1572,COc1ccc(N2CCN(CCCN(C)C)CC2)cc1,2.547150511
1573,Cc1nccnc1N1CCCCC1,2.385265834
1574,COP(=O)(OC)OC(C)=CC(=O)OCc1ccc(Cl)cc1,3.381630531
1575,Nc1c2c(nc3ccccc13)CCCC2O,3.085444648
1576,O=Cc1cccs1,2.088389801
1577,CC(C)=Cc1ccc(C(C)C(=O)O)cc1,2.197932694
1578,CCC1(CC)C(=O)N=C(O)NC1=O,2.487126587
1579,Cc1cc(Cl)ccc1OC(C)C(=O)N(C)C,2.480219005
1580,FC(F)(F)c1nc2ccccc2[nH]1,3.822672345
1581,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,2.481414451
1582,C=C(F)CO,2.767270064
1583,O=C1N=CC(F)C(=O)N1,2.752476015
1584,CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.640688761
1585,CC(C)(C)OOC(=O)C(C)(C)C,1.614397009
1586,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.017153827
1587,O=C1CC=NC(=O)O1,2.123936148
1588,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1.912299963
1589,C=CC(=O)OCCO,2.159096186
1590,CCCC[N+](CCCC)(CCCC)CCCC,2.085806727
1591,O=C(O)CCCCC(=O)O,1.267147955
1592,C[N+]1(C)CCCCC1,2.391193756
1593,O=[N+]([O-])c1ccc(O)c(Cl)c1,2.28519462
1594,COC(=O)c1c(Cl)c(Cl)c(C(=O)SC)c(Cl)c1Cl,2.023107733
1595,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.29378183
1596,CCOP(=S)(OCC)SC1CCSC1,4.134172325
1597,CCCCC(O)c1ccccc1,1.480540329
1598,O=[N+]([O-])C(F)(COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-],2.743811838
1599,Cc1ccccc1N,1.800846791
1600,O=c1[nH]c2c(Cl)c(Cl)cc(Cl)c2o1,2.678440072
1601,CON(C(=O)CSP(=S)(OC)OC)C(C)C,3.043427274
1602,CS(=O)(=O)OCC1OC1C1OC1COS(C)(=O)=O,3.12829298
1603,CCCCC[Si](OCC)(OCC)OCC,1.369936413
1604,ClCC1(CCl)COC1,2.412247688
1605,CCCC=CC=O,2.099773577
1606,C=COCCOCCOC=C,1.641089942
1607,CP(=S)(Oc1ccccc1)Oc1ccc(C#N)cc1,3.563715338
1608,OB(O)c1ccccc1,2.216885978
1609,CCCCCCCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.52013975
1610,COC(C)=O,1.041873683
1611,CCN(CC)C(C)=O,1.885270733
1612,Cn1c(=O)c2c(ncn2CCNCc2cccnc2)n(C)c1=O,1.929210359
1613,CC(=O)OCc1ccc(C(C)C)cc1,2.122516418
1614,CC1OCC(CN(C)C)O1,2.402304754
1615,CNCC12CCC(c3ccccc31)c1ccccc12,2.618670314
1616,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,1.968322295
1617,CCC(C)NCC(O)c1ccc(N)cc1,2.505786338
1618,OCCOCCN1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1,2.719087757
1619,CNC(C)CC1CCCC1,2.922126348
1620,Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,2.587607944
1621,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,2.941917639
1622,CCN(CC)C(=O)Cl,1.700876708
1623,CC(=O)OC1CC2CCC1(C)C2(C)C,1.336249596
1624,CCCCc1c(C)nc(N(C)C)nc1O,1.949686841
1625,NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,4.274033817
1626,CCC(OC(C)=O)c1ccc2c(c1)OCO2,1.37833928
1627,CCCCN(CCO)CCO,1.551867673
1628,CC(CC(=O)OC(C)(C)C)N=Nc1ccc(N2CCOCC2)nn1,2.538801683
1629,O=C1C(=O)C(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,3.273523191
1630,CN1CCC(C=C2c3ccccc3CCc3ccccc32)C1,2.980088912
1631,C1CCC(N2CCOCC2)CC1,2.97815486
1632,CCOc1ccc2c(OS(=O)(=O)O)c(-c3sc4cc(OCC)ccc4c3OS(=O)(=O)O)sc2c1,1.911612304
1633,N#CS,1.997749594
1634,CCOc1ccc(N)cc1,2.40490337
1635,CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,2.972774852
1636,CCCCN(CCCC)CCCC,2.71533609
1637,CCOc1ccc(Cc2nc(C)cc3cc(OC)c(OC)cc23)cc1OC,2.272714748
1638,CCCCCCCCCCCC(=O)OCC(O)CO,1.438342262
1639,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2.64471523
1640,CC1=CCC(C(C)C)C=C1,1.378423404
1641,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,2.660598137
1642,CC(=CCCC1(C)C2CC3C(C2)C31C)CO,1.763341284
1643,CCC1OP(=S)(Cl)OC2CCCCC12,3.259933305
1644,CCCCC(CC)CNC1CCCCC1,2.473832253
1645,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,3.552889835
1646,CCCCC(C=O)=Cc1ccccc1,1.631328446
1647,O=C1C=CC(=NCl)C=C1,3.15093135
1648,CCO[Si](C)(C)c1ccccc1,1.865116017
1649,CCCCCc1ccccc1O,2.37040205
1650,CCC[N+](C)(C)CC[N+](C)(C)CCO,2.018468068
1651,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,2.565909772
1652,Cn1c(=O)c2c(ncn2CCCCN2CCN(c3ccc(F)cc3)CC2)n(C)c1=O,3.069734113
1653,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,3.028654168
1654,CN(C)CCCN1c2ccccc2Sc2ccccc21,2.909904303
1655,C1CCSC1,1.67817374
1656,Cc1cccc(C#N)c1,1.591624745
1657,CCCCC(CC)Cc1ccccc1O,1.923625166
1658,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.398505501
1659,CCCCc1ccc(O)cc1O,2.521713274
1660,CCOC(=O)C1CCC(C(=O)OCC)CC1,1.918992493
1661,OC(CNCCNCC(O)COc1ccccc1)COc1ccccc1,2.091466998
1662,O=C(O)C(=O)C(O)C(=O)O,1.392315826
1663,Brc1cc(Br)c(Oc2nc(Oc3c(Br)cc(Br)cc3Br)nc(Oc3c(Br)cc(Br)cc3Br)n2)c(Br)c1,2.484272581
1664,N#CCCl,2.608422503
1665,CCCC(Cc1ccccc1)N1CCCC1,3.141271981
1666,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,4.12800943
1667,NC(=O)CCC(N)C(=O)O,1.28972567
1668,COP(=S)(OC)Oc1cc(C(C)C)ccc1C,2.563199375
1669,FCOC(C(F)(F)F)C(F)(F)F,1.301101641
1670,CC(C)/N=C(\O)OCC(O)C1COc2ccccc2O1,2.273090824
1671,C=CCC#N,2.765966425
1672,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.148272094
1673,C=CC#CC(C)(C)O,2.263856907
1674,C=C(C)c1ccccc1,1.382344231
1675,CCCCOC(OCCCC)C(OCCCC)OCCCC,1.553716703
1676,OCCF,4.10761015
1677,OCc1c(F)c(F)c(F)c(F)c1F,2.342620043
1678,CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.483659438
1679,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,1.654425556
1680,CCOC(=S)C=Cc1ccc(N(C)C)cc1,3.292536647
1681,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,1.984018402
1682,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.02293844
1683,C#CCSP(=O)(OCC)OCC,4.063247851
1684,O=[N+]([O-])c1cccc(C(F)(F)F)c1,2.495949032
1685,CCCCCOC(CBr)c1ccc(C2CCCCC2)cc1,3.150257712
1686,Cn1cc(C(=O)Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,3.85978219
1687,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,2.439576205
1688,FC(F)(F)c1nc2c(Cl)cc(Br)cc2[nH]1,4.670047804
1689,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.400887904
1690,OCC(Cl)C(Cl)CO,1.749643465
1691,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.737762793
1692,Cn1cc(CCc2cc[n+](CCC[N+](C)(C)C)cc2)c2ccccc21,3.227257936
1693,CCCCC(CC)(CO)CO,1.738691138
1694,CCC1(C)Oc2cccc(O/C(O)=N/C)c2O1,3.977275365
1695,CCC(C)C1(CC)C(O)=NC(=O)N=C1O,3.43475105
1696,CON=CC1=CCCN(OC(=O)Nc2ccc(Cl)cc2)C1,2.792045517
1697,Nc1nc2ccc(Br)cc2o1,2.629478918
1698,CCCCC(CC)CO[Si](O)(O)O,1.318708387
1699,CCc1ccc(C)cc1,1.394144663
1700,CCOc1cc(C=O)ccc1O,1.774497365
1701,CN(C)CCN(Cc1cccs1)c1ccccn1,3.116265619
1702,CCCCCCCCCCCCCCCCO,1.756227885
1703,Cc1ccccc1C(C)c1ccccc1,2.049866764
1704,CCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,2.881652625
1705,COc1cccc(N)c1,2.369466304
1706,N=C(N)SCc1ccccc1,3.789395278
1707,Cc1ccccc1[N+](=O)[O-],1.96601666
1708,CC(C)C1OCC=CCO1,2.118666227
1709,C#CCN1CCC2=C(C1)c1c(OC(=O)CCCN3CCCCC3)cc(C(C)C(C)CCCCC)cc1OC2(C)C,3.625480247
1710,CCCCCCCC=CC=O,1.313172356
1711,COc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1OC,1.990487274
1712,CCC(C)C(CC)C(N)=O,2.2752204
1713,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.116020239
1714,CCCCC(CC)COC(CBr)c1cccc(C2CCCCC2)c1,3.199124115
1715,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(-c3c(Cl)cc(Cl)c(Cl)c3Cl)c(Cl)c2Cl)cc1Cl,1.784720032
1716,Cc1cccc(C(=O)Cl)c1,1.65263981
1717,O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,2.723902661
1718,CCC1CCC(CC)O1,1.57645992
1719,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1.669485792
1720,CC=Cc1ccc(OC(C)=O)c(OC)c1,1.776555911
1721,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,1.910208814
1722,OCCNCC(O)CNCCO,1.393653184
1723,C=CCN(CC=C)CC=C,2.12459918
1724,Cc1ccc(-c2ccccc2)cc1,1.815993555
1725,CNC(=O)Oc1ccccc1C1SCCS1,3.452917163
1726,O=C(O)C(Br)Br,2.098345784
1727,CCCCC(CC)CN(CCO)CC(CC)CCCC,1.764548959
1728,CC(C)(C=O)CO,1.504016111
1729,C#CCN(C)Cc1ccccc1,2.724909095
1730,c1cc2c(cc1CCC(CCc1ccc3c(c1)OCO3)N1CCCC1)OCO2,2.829414218
1731,C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,2.097981398
1732,OCC(O)C1CC=CCC1,2.12350971
1733,CC(=O)Nc1ccc(CC(=O)O)cc1,1.285968191
1734,CC(=O)CC(c1ccccc1)C1C(=O)Oc2ccccc2C1=O,4.790050004
1735,Cc1cccc([N+](=O)[O-])c1,1.909528162
1736,FCCBr,4.404683226
1737,NC(=O)COc1ccc(Cl)cc1Cl,2.263349995
1738,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,2.293405803
1739,O=C1N=NCc2ccccc21,2.596594124
1740,CC(C)CCON=O,2.3654435
1741,OC[PH](CO)(CO)CO,2.947940311
1742,CCCCCCCCC(CC=CCl)CCCN,2.294173859
1743,COP(=S)(OC)SC1OCCOC1SP(=S)(OC)OC,3.058471577
1744,Oc1nc2ccccc2[nH]1,1.818987413
1745,C=C(C)C(=O)OCCO,1.279110813
1746,CC1OC1C,1.525538967
1747,CC[Si](Cl)(Cl)Cl,2.186186742
1748,CC(O)CN(CC(C)O)CC(C)O,1.552322319
1749,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.812398399
1750,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,2.262540424
1751,Cc1ccc(C)nc1,2.126926507
1752,Nc1ccc(C(=O)O)cc1,1.234067824
1753,O=C=NCc1cccc(CN=C=O)c1,1.701948014
1754,COc1cc2ccc(=O)oc2cc1OC,2.848899491
1755,O=C1CCc2cc(CCCCN3CCN(c4ccccc4Cl)CC3)ccc2N1,2.900858505
1756,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,2.341803253
1757,CNC(=O)ON=C1C[S+]([O-])CCS1,4.257016768
1758,O=C1OCC(CCl)O1,3.232150827
1759,O=CC(O)C(O)C(O)C(O)CO,1.255605303
1760,CC1(C)SCN(C(=O)C2(Oc3ccc(Cl)cc3)CCCCC2)C1C(=O)O,1.961310877
1761,COS(=O)(=O)c1ccccc1,2.366814037
1762,CN(SSC(C)(C)C)C(=O)ON=C1SCCS1,4.746671723
1763,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.01004501
1764,O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4c(O)ccc(N=Nc5cc(S(=O)(=O)O)ccc5O)c4O)cc3)cc2)ccc1O,1.815943852
1765,C=Cc1ccc(C)nc1,2.00908515
1766,Cc1sc2ccccc2c1CC1=NCCN1,3.493130101
1767,O=C1N=C(c2ccc(-c3ccccc3)cc2)C2C(=O)NC(c3ccc(-c4ccccc4)cc3)=C12,2.268101448
1768,CCCCN(C=O)CCCC,2.282266829
1769,CC(C)(C)c1ccc2c(c1)C(C)(C)CC2,1.306040465
1770,CC12CCC(C1)C(C)(C)C2=O,1.392939505
1771,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],2.300875033
